file_id,genus,species,english_cname,who_provided_recording,country,latitude,longitute,type,license,file_length,sample_rate
164926,Poecile,montanus,Willow Tit,Buhl Johannes,Germany,48.3447,10.9154,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,63.95977324263038,44100
46032,Poecile,palustris,Marsh Tit,Jarek Matusiak,Poland,52.4559,20.7328,song from tree top,http://creativecommons.org/licenses/by-nc-nd/2.5/,74.76222222222222,44100
55184,Poecile,palustris,Marsh Tit,GROSSELET Olivier,France,43.022,-0.16,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,12.773650793650793,44100
26578,Poecile,palustris,Marsh Tit,Stuart Fisher,United Kingdom,52.9453,0.5776,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,28.917551020408162,44100
145537,Prunella,modularis,Dunnock,Patrik berg,United Kingdom,52.9382,1.1089,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,14.471609977324263,44100
70132,Prunella,modularis,Dunnock,Paul Driver,United Kingdom,52.509,0.661,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,54.96140589569161,44100
94669,Prunella,modularis,Dunnock,Richard Dunn,United Kingdom,55.0698,-1.5167,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,22.047120181405894,44100
113905,Pyrrhula,pyrrhula,Eurasian Bullfinch,Jarek Matusiak,Poland,52.1157,21.0907,"call, male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,96.93578231292517,44100
146707,Pyrrhula,pyrrhula,Eurasian Bullfinch,julien Rochefort,France,48.3941,2.577,"male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,53.55102040816327,44100
83357,Pyrrhula,pyrrhula,Eurasian Bullfinch,Volker Arnold,Germany,54.116,9.325,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,59.24548752834467,44100
49540,Regulus,regulus,Goldcrest,Andrew McCafferty,United Kingdom,50.16232501,-1.16618667,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,45.478956916099776,44100
78958,Regulus,regulus,Goldcrest,Jacques PREVOST,France,45.3248,5.757,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,34.74263038548753,44100
106846,Regulus,regulus,Goldcrest,Jan-Kees Bossenbroek,France,47.6989,-3.2759,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,80.87510204081633,44100
99937,Sitta,europaea,Eurasian Nuthatch,Tony Whitehead,United Kingdom,50.651,-3.58,Call Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,27.715691609977323,44100
28926,Sitta,europaea,Eurasian Nuthatch,Stuart Fisher,United Kingdom,51.2573,-0.5062,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,18.573061224489795,44100
78951,Sitta,europaea,Eurasian Nuthatch,Jacques PREVOST,France,45.307,5.5514,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,32.9140589569161,44100
128851,Streptopelia,decaocto,Eurasian Collared Dove,Ashley Fisher,United Kingdom,49.9196,-6.3053,"male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,48.74426303854875,44100
101940,Streptopelia,decaocto,Eurasian Collared Dove,Richard Dunn,United Kingdom,55.065,-1.505,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,68.04875283446712,44100
101941,Streptopelia,decaocto,Eurasian Collared Dove,Richard Dunn,United Kingdom,55.065,-1.505,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,22.647936507936507,44100
40186,Streptopelia,turtur,European Turtle Dove,Marco Dragonetti,Italy,42.6001,11.2834,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,35.99968253968254,44100
75092,Streptopelia,turtur,European Turtle Dove,Tomas Belka,Czech Republic,50.1167,16.7667,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,64.48777777777778,44100
144991,Streptopelia,turtur,European Turtle Dove,Marco Dragonetti,Italy,42.6001,11.2834,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,26.68777777777778,44100
64728,Strix,aluco,Tawny Owl,Patrik berg,Sweden,58.5731,14.2489,"call, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,91.40222222222222,44100
67089,Strix,aluco,Tawny Owl,Richard Dunn,United Kingdom,55.219,-1.765,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,100.04875283446712,44100
76765,Strix,aluco,Tawny Owl,Richard Dunn,United Kingdom,55.219,-1.765,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,110.28875283446712,44100
101936,Sturnus,vulgaris,Common Starling,Richard Dunn,United Kingdom,54.857,-2.2701,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,24.607120181405897,44100
42698,Sturnus,vulgaris,Common Starling,Stuart Fisher,United Kingdom,57.8981,-6.7995,Song/subsong,http://creativecommons.org/licenses/by-nc-nd/2.5/,179.4612244897959,44100
144382,Sturnus,vulgaris,Common Starling,Magnus Bergsson,Iceland,64.674,-21.6221,"drumming, impersonate, male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,176.82263038548754,44100
94964,Sylvia,atricapilla,Eurasian Blackcap,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,26.38344671201814,44100
99357,Sylvia,atricapilla,Eurasian Blackcap,Tony Whitehead,United Kingdom,50.658,-3.719,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,32.94018140589569,44100
94967,Sylvia,atricapilla,Eurasian Blackcap,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,78.44548752834467,44100
102932,Sylvia,borin,Garden Warbler,Stuart Fisher,United Kingdom,51.71,-0.011,Song and subsong,http://creativecommons.org/licenses/by-nc-nd/2.5/,97.43673469387755,44100
49443,Sylvia,borin,Garden Warbler,Andrew McCafferty,United Kingdom,50.16232501,-1.16618667,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,73.71732426303855,44100
146260,Sylvia,borin,Garden Warbler,david m,United Kingdom,54.1329,-0.5494,"male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,250.54018140589568,44100
135521,Sylvia,communis,Common Whitethroat,Suzanne MacLeod,United Kingdom,51.3541,-2.0824,"female, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,57.91324263038549,44100
76740,Sylvia,communis,Common Whitethroat,Richard Dunn,United Kingdom,55.07,-1.606,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,21.36793650793651,44100
76742,Sylvia,communis,Common Whitethroat,Richard Dunn,United Kingdom,55.07,-1.606,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,84.7671201814059,44100
101932,Sylvia,curruca,Lesser Whitethroat,Richard Dunn,United Kingdom,55.07,-1.6059,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,19.199773242630386,44100
101933,Sylvia,curruca,Lesser Whitethroat,Richard Dunn,United Kingdom,55.07,-1.6059,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,17.84140589569161,44100
102278,Sylvia,curruca,Lesser Whitethroat,Richard Dunn,United Kingdom,55.2809,-1.5801,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,32.05201814058957,44100
41816,Tringa,glareola,Wood Sandpiper,Hans Petter Kristoffersen,Norway,69.6001,19.8334,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,35.76140589569161,44100
102868,Tringa,glareola,Wood Sandpiper,Jarek Matusiak,Latvia,57.962,24.796,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,26.73578231292517,44100
102869,Tringa,glareola,Wood Sandpiper,Jarek Matusiak,Estonia,57.962,24.796,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,49.007777777777775,44100
83912,Tringa,totanus,Common Redshank,Patrik berg,Iceland,65.5501,-17.2334,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,65.17528344671202,44100
57919,Tringa,totanus,Common Redshank,Ruud van Beusekom,Iceland,65.061,-13.975,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,13.975283446712018,44100
110167,Tringa,totanus,Common Redshank,Jens Kirkeby,Norway,69.6365,18.8518,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,22.079773242630385,44100
133872,Troglodytes,troglodytes,Eurasian Wren,Mike Nelson,United Kingdom,55.9937,-3.5605,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,52.63650793650794,44100
59776,Troglodytes,troglodytes,Eurasian Wren,Frank Lambert,United Kingdom,50.853,-0.164,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,45.08712018140589,44100
71024,Troglodytes,troglodytes,Eurasian Wren,Paul Driver,United Kingdom,51.7209,-0.1448,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,99.34344671201814,44100
121168,Turdus,iliacus,Redwing,Lars Theng,Sweden,58.1422,13.4531,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,38.687120181405895,44100
27962,Turdus,iliacus,Redwing,Patrik berg,Sweden,58.453481,14.229355,Song,http://creativecommons.org/licenses/by-nc-sa/3.0/,72.46344671201814,44100
25119,Turdus,iliacus,Redwing,Niels Krabbe,Finland,65.0667,24.6334,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,22.77877551020408,44100
127996,Turdus,merula,Common Blackbird,david m,United Kingdom,54.1226,-0.5429,"call, flight call, male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,251.50671201814058,44100
72861,Turdus,merula,Common Blackbird,Stuart Fisher,United Kingdom,51.5278,-0.0101,Song of a male,http://creativecommons.org/licenses/by-nc-nd/2.5/,45.06122448979592,44100
94958,Turdus,merula,Common Blackbird,Richard Dunn,United Kingdom,55.0698,-1.5167,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,24.34589569160998,44100
96608,Turdus,philomelos,Song Thrush,Fraser Simpson,United Kingdom,51.636,-0.328,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,62.17120181405895,44100
132392,Turdus,philomelos,Song Thrush,david m,United Kingdom,54.12,-0.5445,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,250.77528344671202,44100
146756,Turdus,philomelos,Song Thrush,David Darrell-Lambert,United Kingdom,51.6608,0.0031,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,43.34378684807256,44100
27060,Vanellus,vanellus,Northern Lapwing,Patrik berg,Sweden,58.4051,14.3028,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,73.1948752834467,44100
97982,Vanellus,vanellus,Northern Lapwing,Herman van der Meer,Netherlands,52.152,4.347,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,128.54834467120182,44100
69855,Vanellus,vanellus,Northern Lapwing,Ruud van Beusekom,Netherlands,52.2598,5.297,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,35.50018140589569,44100
