file_id,genus,species,english_cname,who_provided_recording,country,latitude,longitute,type,license,file_length
90122,Passer,montanus,Eurasian Tree Sparrow,Volker Arnold,Germany,54.191,9.106,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,116.16630385487528
43764,Passer,montanus,Eurasian Tree Sparrow,Jarek Matusiak,Poland,52.30470007,20.94783783,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,52.463786848072566
46209,Perdix,perdix,Grey Partridge,Matthias Feuersenger,Germany,49.5863,8.4318,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,14.027528344671202
46211,Perdix,perdix,Grey Partridge,Matthias Feuersenger,Germany,49.5863,8.4318,"flight calls, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,10.44875283446712
42430,Perdix,perdix,Grey Partridge,Patrik berg,Sweden,56.4451,16.5662,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,75.96385487528345
95058,Periparus,ater,Coal Tit,Richard Dunn,United Kingdom,55.31,-2.114,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,30.040589569160996
98842,Periparus,ater,Coal Tit,Tony Whitehead,United Kingdom,50.596,-3.727,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,20.1140589569161
132149,Periparus,ater,Coal Tit,Paul Driver,United Kingdom,51.721,-0.145,extended song,http://creativecommons.org/licenses/by-nc-sa/3.0/,96.65283446712019
113089,Pernis,apivorus,European Honey Buzzard,Simon Elliott,United Kingdom,57.4749,-4.2203,"call, female",http://creativecommons.org/licenses/by-nc-sa/3.0/,24.52777777777778
145738,Pernis,apivorus,European Honey Buzzard,OREVER,France,44.1686,6.6018,"call, flight call",http://creativecommons.org/licenses/by-nc-sa/3.0/,61.48777777777778
146062,Pernis,apivorus,European Honey Buzzard,Francesco Sottile,Italy,39.4163,16.7029,"flight call, male",http://creativecommons.org/licenses/by-nc-sa/3.0/,73.07977324263038
153129,Phasianus,colchicus,Common Pheasant,Patrik berg,Sweden,58.5731,14.2489,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,31.163854875283448
149146,Phasianus,colchicus,Common Pheasant,Fernand DEROUSSEN,France,48.3941,2.577,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,84.68875283446712
121326,Phasianus,colchicus,Common Pheasant,Jarek Matusiak,Poland,52.359,20.929,"alarm call, male",http://creativecommons.org/licenses/by-nc-sa/3.0/,252.17975056689343
76760,Phoenicurus,phoenicurus,Common Redstart,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,57.5475283446712
76761,Phoenicurus,phoenicurus,Common Redstart,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,23.039773242630385
76762,Phoenicurus,phoenicurus,Common Redstart,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,49.05773242630386
153833,Phylloscopus,collybita,Common Chiffchaff,david m,United Kingdom,54.1534,-0.6051,"male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,138.21578231292517
121963,Phylloscopus,collybita,Common Chiffchaff,david m,United Kingdom,54.1471,-0.601,"male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,32.78344671201814
71748,Phylloscopus,collybita,Common Chiffchaff,Mark Doveston,United Kingdom,,,"Song,call",http://creativecommons.org/licenses/by-nc-nd/2.5/,60.420861678004535
101934,Phylloscopus,sibilatrix,Wood Warbler,Richard Dunn,United Kingdom,54.9651,-2.317,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,28.055283446712018
101862,Phylloscopus,sibilatrix,Wood Warbler,Richard Dunn,United Kingdom,54.9651,-2.317,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,71.05283446712018
101935,Phylloscopus,sibilatrix,Wood Warbler,Richard Dunn,United Kingdom,54.9651,-2.317,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,56.55487528344671
121601,Phylloscopus,trochilus,Willow Warbler,david m,United Kingdom,54.1248,-0.5685,"male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,247.17038548752834
146755,Phylloscopus,trochilus,Willow Warbler,David Darrell-Lambert,United Kingdom,57.1672,-3.702,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,19.34378684807256
99529,Phylloscopus,trochilus,Willow Warbler,Tony Whitehead,United Kingdom,50.601,-3.72,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,48.03895691609977
121016,Pica,pica,Eurasian Magpie,Lars Lachmann,Poland,52.443,21.094,"call, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,58.64489795918367
148889,Pica,pica,Eurasian Magpie,Stein . Nilsen,Norway,69.5778,18.6401,flight call,http://creativecommons.org/licenses/by-nc-sa/3.0/,9.58671201814059
29230,Pica,pica,Eurasian Magpie,Ante Strand,Sweden,59.58333,13.06667,Call,http://creativecommons.org/licenses/by-nc-nd/2.5/,46.55020408163265
99072,Picus,viridis,European Green Woodpecker,Richard Dunn,United Kingdom,55.07,-1.6059,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,5.851201814058957
153131,Picus,viridis,European Green Woodpecker,Patrik berg,Sweden,58.679,14.492,"drumming, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,54.59569160997732
43853,Picus,viridis,European Green Woodpecker,Stuart Fisher,United Kingdom,51.5676,0.0451,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,24.267528344671202
42344,Pluvialis,apricaria,European Golden Plover,Patrik berg,Sweden,58.5356,14.2284,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,146.8601814058957
85842,Pluvialis,apricaria,European Golden Plover,Christoph Bock,Norway,71.055,28.044,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,34.037551020408166
42343,Pluvialis,apricaria,European Golden Plover,Patrik berg,Sweden,58.5356,14.2284,"call, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,70.13854875283447
150291,Pluvialis,squatarola,Grey Plover,Volker Arnold,Germany,54.068,8.976,flight call,http://creativecommons.org/licenses/by-nc-sa/3.0/,15.255283446712019
146757,Pluvialis,squatarola,Grey Plover,David Darrell-Lambert,United Kingdom,51.4633,0.2847,alarm call,http://creativecommons.org/licenses/by-nc-sa/3.0/,12.023786848072563
160879,Pluvialis,squatarola,Grey Plover,Marco Dragonetti,Italy,43.8595,10.2373,call,http://creativecommons.org/licenses/by-nc-nd/3.0/,133.89578231292518
91185,Poecile,montanus,Willow Tit,Lars Lachmann,Poland,52.4428,21.0939,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,10.475102040816326
98691,Poecile,montanus,Willow Tit,Stein . Nilsen,Norway,69.5848,18.662,Subsong,http://creativecommons.org/licenses/by-nc-nd/2.5/,41.97854875283447
164926,Poecile,montanus,Willow Tit,Buhl Johannes,Germany,48.3447,10.9154,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,63.95977324263038
46032,Poecile,palustris,Marsh Tit,Jarek Matusiak,Poland,52.4559,20.7328,song from tree top,http://creativecommons.org/licenses/by-nc-nd/2.5/,74.76222222222222
55184,Poecile,palustris,Marsh Tit,GROSSELET Olivier,France,43.022,-0.16,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,12.773650793650793
26578,Poecile,palustris,Marsh Tit,Stuart Fisher,United Kingdom,52.9453,0.5776,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,28.917551020408162
145537,Prunella,modularis,Dunnock,Patrik berg,United Kingdom,52.9382,1.1089,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,14.471609977324263
70132,Prunella,modularis,Dunnock,Paul Driver,United Kingdom,52.509,0.661,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,54.96140589569161
94669,Prunella,modularis,Dunnock,Richard Dunn,United Kingdom,55.0698,-1.5167,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,22.047120181405894
113905,Pyrrhula,pyrrhula,Eurasian Bullfinch,Jarek Matusiak,Poland,52.1157,21.0907,"call, male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,96.93578231292517
146707,Pyrrhula,pyrrhula,Eurasian Bullfinch,julien Rochefort,France,48.3941,2.577,"male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,53.55102040816327
83357,Pyrrhula,pyrrhula,Eurasian Bullfinch,Volker Arnold,Germany,54.116,9.325,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,59.24548752834467
49540,Regulus,regulus,Goldcrest,Andrew McCafferty,United Kingdom,50.16232501,-1.16618667,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,45.478956916099776
78958,Regulus,regulus,Goldcrest,Jacques PREVOST,France,45.3248,5.757,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,34.74263038548753
106846,Regulus,regulus,Goldcrest,Jan-Kees Bossenbroek,France,47.6989,-3.2759,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,80.87510204081633
99937,Sitta,europaea,Eurasian Nuthatch,Tony Whitehead,United Kingdom,50.651,-3.58,Call Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,27.715691609977323
28926,Sitta,europaea,Eurasian Nuthatch,Stuart Fisher,United Kingdom,51.2573,-0.5062,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,18.573061224489795
78951,Sitta,europaea,Eurasian Nuthatch,Jacques PREVOST,France,45.307,5.5514,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,32.9140589569161
128851,Streptopelia,decaocto,Eurasian Collared Dove,Ashley Fisher,United Kingdom,49.9196,-6.3053,"male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,48.74426303854875
101940,Streptopelia,decaocto,Eurasian Collared Dove,Richard Dunn,United Kingdom,55.065,-1.505,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,68.04875283446712
101941,Streptopelia,decaocto,Eurasian Collared Dove,Richard Dunn,United Kingdom,55.065,-1.505,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,22.647936507936507
40186,Streptopelia,turtur,European Turtle Dove,Marco Dragonetti,Italy,42.6001,11.2834,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,35.99968253968254
75092,Streptopelia,turtur,European Turtle Dove,Tomas Belka,Czech Republic,50.1167,16.7667,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,64.48777777777778
144991,Streptopelia,turtur,European Turtle Dove,Marco Dragonetti,Italy,42.6001,11.2834,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,26.68777777777778
64728,Strix,aluco,Tawny Owl,Patrik berg,Sweden,58.5731,14.2489,"call, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,91.40222222222222
67089,Strix,aluco,Tawny Owl,Richard Dunn,United Kingdom,55.219,-1.765,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,100.04875283446712
76765,Strix,aluco,Tawny Owl,Richard Dunn,United Kingdom,55.219,-1.765,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,110.28875283446712
101936,Sturnus,vulgaris,Common Starling,Richard Dunn,United Kingdom,54.857,-2.2701,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,24.607120181405897
42698,Sturnus,vulgaris,Common Starling,Stuart Fisher,United Kingdom,57.8981,-6.7995,Song/subsong,http://creativecommons.org/licenses/by-nc-nd/2.5/,179.4612244897959
144382,Sturnus,vulgaris,Common Starling,Magnus Bergsson,Iceland,64.674,-21.6221,"drumming, impersonate, male, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,176.82263038548754
94964,Sylvia,atricapilla,Eurasian Blackcap,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,26.38344671201814
99357,Sylvia,atricapilla,Eurasian Blackcap,Tony Whitehead,United Kingdom,50.658,-3.719,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,32.94018140589569
94967,Sylvia,atricapilla,Eurasian Blackcap,Richard Dunn,United Kingdom,55.2189,-1.7648,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,78.44548752834467
102932,Sylvia,borin,Garden Warbler,Stuart Fisher,United Kingdom,51.71,-0.011,Song and subsong,http://creativecommons.org/licenses/by-nc-nd/2.5/,97.43673469387755
49443,Sylvia,borin,Garden Warbler,Andrew McCafferty,United Kingdom,50.16232501,-1.16618667,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,73.71732426303855
146260,Sylvia,borin,Garden Warbler,david m,United Kingdom,54.1329,-0.5494,"male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,250.54018140589568
135521,Sylvia,communis,Common Whitethroat,Suzanne MacLeod,United Kingdom,51.3541,-2.0824,"female, song",http://creativecommons.org/licenses/by-nc-sa/3.0/,57.91324263038549
76740,Sylvia,communis,Common Whitethroat,Richard Dunn,United Kingdom,55.07,-1.606,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,21.36793650793651
76742,Sylvia,communis,Common Whitethroat,Richard Dunn,United Kingdom,55.07,-1.606,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,84.7671201814059
101932,Sylvia,curruca,Lesser Whitethroat,Richard Dunn,United Kingdom,55.07,-1.6059,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,19.199773242630386
101933,Sylvia,curruca,Lesser Whitethroat,Richard Dunn,United Kingdom,55.07,-1.6059,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,17.84140589569161
102278,Sylvia,curruca,Lesser Whitethroat,Richard Dunn,United Kingdom,55.2809,-1.5801,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,32.05201814058957
41816,Tringa,glareola,Wood Sandpiper,Hans Petter Kristoffersen,Norway,69.6001,19.8334,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,35.76140589569161
102868,Tringa,glareola,Wood Sandpiper,Jarek Matusiak,Latvia,57.962,24.796,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,26.73578231292517
102869,Tringa,glareola,Wood Sandpiper,Jarek Matusiak,Estonia,57.962,24.796,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,49.007777777777775
83912,Tringa,totanus,Common Redshank,Patrik berg,Iceland,65.5501,-17.2334,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,65.17528344671202
57919,Tringa,totanus,Common Redshank,Ruud van Beusekom,Iceland,65.061,-13.975,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,13.975283446712018
110167,Tringa,totanus,Common Redshank,Jens Kirkeby,Norway,69.6365,18.8518,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,22.079773242630385
133872,Troglodytes,troglodytes,Eurasian Wren,Mike Nelson,United Kingdom,55.9937,-3.5605,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,52.63650793650794
59776,Troglodytes,troglodytes,Eurasian Wren,Frank Lambert,United Kingdom,50.853,-0.164,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,45.08712018140589
71024,Troglodytes,troglodytes,Eurasian Wren,Paul Driver,United Kingdom,51.7209,-0.1448,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,99.34344671201814
121168,Turdus,iliacus,Redwing,Lars Theng,Sweden,58.1422,13.4531,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,38.687120181405895
27962,Turdus,iliacus,Redwing,Patrik berg,Sweden,58.453481,14.229355,Song,http://creativecommons.org/licenses/by-nc-sa/3.0/,72.46344671201814
25119,Turdus,iliacus,Redwing,Niels Krabbe,Finland,65.0667,24.6334,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,22.77877551020408
127996,Turdus,merula,Common Blackbird,david m,United Kingdom,54.1226,-0.5429,"call, flight call, male, song",http://creativecommons.org/licenses/by-nc-nd/3.0/,251.50671201814058
72861,Turdus,merula,Common Blackbird,Stuart Fisher,United Kingdom,51.5278,-0.0101,Song of a male,http://creativecommons.org/licenses/by-nc-nd/2.5/,45.06122448979592
94958,Turdus,merula,Common Blackbird,Richard Dunn,United Kingdom,55.0698,-1.5167,song,http://creativecommons.org/licenses/by-nc-nd/2.5/,24.34589569160998
96608,Turdus,philomelos,Song Thrush,Fraser Simpson,United Kingdom,51.636,-0.328,Song,http://creativecommons.org/licenses/by-nc-nd/2.5/,62.17120181405895
132392,Turdus,philomelos,Song Thrush,david m,United Kingdom,54.12,-0.5445,song,http://creativecommons.org/licenses/by-nc-nd/3.0/,250.77528344671202
146756,Turdus,philomelos,Song Thrush,David Darrell-Lambert,United Kingdom,51.6608,0.0031,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,43.34378684807256
27060,Vanellus,vanellus,Northern Lapwing,Patrik berg,Sweden,58.4051,14.3028,song,http://creativecommons.org/licenses/by-nc-sa/3.0/,73.1948752834467
97982,Vanellus,vanellus,Northern Lapwing,Herman van der Meer,Netherlands,52.152,4.347,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,128.54834467120182
69855,Vanellus,vanellus,Northern Lapwing,Ruud van Beusekom,Netherlands,52.2598,5.297,"call, song",http://creativecommons.org/licenses/by-nc-nd/2.5/,35.50018140589569
